consumption,interval_start,interval_end,date,time
0.023,2022-05-30T15:00:00Z,2022-05-30T15:30:00Z,2022-05-30,15:00:00
0.021,2022-05-30T15:30:00Z,2022-05-30T16:00:00Z,2022-05-30,15:30:00
0.033,2022-05-30T16:00:00Z,2022-05-30T16:30:00Z,2022-05-30,16:00:00
0.014,2022-05-30T16:30:00Z,2022-05-30T17:00:00Z,2022-05-30,16:30:00
0.039,2022-05-30T17:00:00Z,2022-05-30T17:30:00Z,2022-05-30,17:00:00
0.013,2022-05-30T17:30:00Z,2022-05-30T18:00:00Z,2022-05-30,17:30:00
0.039,2022-05-30T18:00:00Z,2022-05-30T18:30:00Z,2022-05-30,18:00:00
0.014,2022-05-30T18:30:00Z,2022-05-30T19:00:00Z,2022-05-30,18:30:00
0.038,2022-05-30T19:00:00Z,2022-05-30T19:30:00Z,2022-05-30,19:00:00
0.014,2022-05-30T19:30:00Z,2022-05-30T20:00:00Z,2022-05-30,19:30:00
0.038,2022-05-30T20:00:00Z,2022-05-30T20:30:00Z,2022-05-30,20:00:00
0.014,2022-05-30T20:30:00Z,2022-05-30T21:00:00Z,2022-05-30,20:30:00
0.036,2022-05-30T21:00:00Z,2022-05-30T21:30:00Z,2022-05-30,21:00:00
0.015,2022-05-30T21:30:00Z,2022-05-30T22:00:00Z,2022-05-30,21:30:00
0.03,2022-05-30T22:00:00Z,2022-05-30T22:30:00Z,2022-05-30,22:00:00
0.022,2022-05-30T22:30:00Z,2022-05-30T23:00:00Z,2022-05-30,22:30:00
0.023,2022-05-30T23:00:00Z,2022-05-30T23:30:00Z,2022-05-30,23:00:00
0.028,2022-05-30T23:30:00Z,2022-05-31T00:00:00Z,2022-05-30,23:30:00
0.015,2022-05-31T00:00:00Z,2022-05-31T00:30:00Z,2022-05-31,00:00:00
0.035,2022-05-31T00:30:00Z,2022-05-31T01:00:00Z,2022-05-31,00:30:00
0.014,2022-05-31T01:00:00Z,2022-05-31T01:30:00Z,2022-05-31,01:00:00
0.037,2022-05-31T01:30:00Z,2022-05-31T02:00:00Z,2022-05-31,01:30:00
0.014,2022-05-31T02:00:00Z,2022-05-31T02:30:00Z,2022-05-31,02:00:00
0.036,2022-05-31T02:30:00Z,2022-05-31T03:00:00Z,2022-05-31,02:30:00
0.014,2022-05-31T03:00:00Z,2022-05-31T03:30:00Z,2022-05-31,03:00:00
0.031,2022-05-31T03:30:00Z,2022-05-31T04:00:00Z,2022-05-31,03:30:00
0.019,2022-05-31T04:00:00Z,2022-05-31T04:30:00Z,2022-05-31,04:00:00
0.019,2022-05-31T04:30:00Z,2022-05-31T05:00:00Z,2022-05-31,04:30:00
0.031,2022-05-31T05:00:00Z,2022-05-31T05:30:00Z,2022-05-31,05:00:00
0.014,2022-05-31T05:30:00Z,2022-05-31T06:00:00Z,2022-05-31,05:30:00
0.036,2022-05-31T06:00:00Z,2022-05-31T06:30:00Z,2022-05-31,06:00:00
0.013,2022-05-31T06:30:00Z,2022-05-31T07:00:00Z,2022-05-31,06:30:00
0.037,2022-05-31T07:00:00Z,2022-05-31T07:30:00Z,2022-05-31,07:00:00
0.013,2022-05-31T07:30:00Z,2022-05-31T08:00:00Z,2022-05-31,07:30:00
0.024,2022-05-31T08:00:00Z,2022-05-31T08:30:00Z,2022-05-31,08:00:00
0.026,2022-05-31T08:30:00Z,2022-05-31T09:00:00Z,2022-05-31,08:30:00
0.013,2022-05-31T09:00:00Z,2022-05-31T09:30:00Z,2022-05-31,09:00:00
0.036,2022-05-31T09:30:00Z,2022-05-31T10:00:00Z,2022-05-31,09:30:00
0.013,2022-05-31T10:00:00Z,2022-05-31T10:30:00Z,2022-05-31,10:00:00
0.036,2022-05-31T10:30:00Z,2022-05-31T11:00:00Z,2022-05-31,10:30:00
0.013,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,2022-05-31,11:00:00
0.032,2022-05-31T11:30:00Z,2022-05-31T12:00:00Z,2022-05-31,11:30:00
0.018,2022-05-31T12:00:00Z,2022-05-31T12:30:00Z,2022-05-31,12:00:00
0.022,2022-05-31T12:30:00Z,2022-05-31T13:00:00Z,2022-05-31,12:30:00
0.028,2022-05-31T13:00:00Z,2022-05-31T13:30:00Z,2022-05-31,13:00:00
0.013,2022-05-31T13:30:00Z,2022-05-31T14:00:00Z,2022-05-31,13:30:00
0.037,2022-05-31T14:00:00Z,2022-05-31T14:30:00Z,2022-05-31,14:00:00
0.013,2022-05-31T14:30:00Z,2022-05-31T15:00:00Z,2022-05-31,14:30:00
0.037,2022-05-31T15:00:00Z,2022-05-31T15:30:00Z,2022-05-31,15:00:00
0.013,2022-05-31T15:30:00Z,2022-05-31T16:00:00Z,2022-05-31,15:30:00
0.037,2022-05-31T16:00:00Z,2022-05-31T16:30:00Z,2022-05-31,16:00:00
0.013,2022-05-31T16:30:00Z,2022-05-31T17:00:00Z,2022-05-31,16:30:00
0.034,2022-05-31T17:00:00Z,2022-05-31T17:30:00Z,2022-05-31,17:00:00
0.017,2022-05-31T17:30:00Z,2022-05-31T18:00:00Z,2022-05-31,17:30:00
0.028,2022-05-31T18:00:00Z,2022-05-31T18:30:00Z,2022-05-31,18:00:00
0.023,2022-05-31T18:30:00Z,2022-05-31T19:00:00Z,2022-05-31,18:30:00
0.022,2022-05-31T19:00:00Z,2022-05-31T19:30:00Z,2022-05-31,19:00:00
0.029,2022-05-31T19:30:00Z,2022-05-31T20:00:00Z,2022-05-31,19:30:00
0.014,2022-05-31T20:00:00Z,2022-05-31T20:30:00Z,2022-05-31,20:00:00
0.037,2022-05-31T20:30:00Z,2022-05-31T21:00:00Z,2022-05-31,20:30:00
0.014,2022-05-31T21:00:00Z,2022-05-31T21:30:00Z,2022-05-31,21:00:00
0.038,2022-05-31T21:30:00Z,2022-05-31T22:00:00Z,2022-05-31,21:30:00
0.014,2022-05-31T22:00:00Z,2022-05-31T22:30:00Z,2022-05-31,22:00:00
0.037,2022-05-31T22:30:00Z,2022-05-31T23:00:00Z,2022-05-31,22:30:00
0.014,2022-05-31T23:00:00Z,2022-05-31T23:30:00Z,2022-05-31,23:00:00
0.034,2022-05-31T23:30:00Z,2022-06-01T00:00:00Z,2022-05-31,23:30:00
0.016,2022-06-01T00:00:00Z,2022-06-01T00:30:00Z,2022-06-01,00:00:00
0.025,2022-06-01T00:30:00Z,2022-06-01T01:00:00Z,2022-06-01,00:30:00
0.026,2022-06-01T01:00:00Z,2022-06-01T01:30:00Z,2022-06-01,01:00:00
0.014,2022-06-01T01:30:00Z,2022-06-01T02:00:00Z,2022-06-01,01:30:00
0.036,2022-06-01T02:00:00Z,2022-06-01T02:30:00Z,2022-06-01,02:00:00
0.013,2022-06-01T02:30:00Z,2022-06-01T03:00:00Z,2022-06-01,02:30:00
0.036,2022-06-01T03:00:00Z,2022-06-01T03:30:00Z,2022-06-01,03:00:00
0.014,2022-06-01T03:30:00Z,2022-06-01T04:00:00Z,2022-06-01,03:30:00
0.036,2022-06-01T04:00:00Z,2022-06-01T04:30:00Z,2022-06-01,04:00:00
0.013,2022-06-01T04:30:00Z,2022-06-01T05:00:00Z,2022-06-01,04:30:00
0.025,2022-06-01T05:00:00Z,2022-06-01T05:30:00Z,2022-06-01,05:00:00
0.024,2022-06-01T05:30:00Z,2022-06-01T06:00:00Z,2022-06-01,05:30:00
0.014,2022-06-01T06:00:00Z,2022-06-01T06:30:00Z,2022-06-01,06:00:00
0.036,2022-06-01T06:30:00Z,2022-06-01T07:00:00Z,2022-06-01,06:30:00
0.014,2022-06-01T07:00:00Z,2022-06-01T07:30:00Z,2022-06-01,07:00:00
0.036,2022-06-01T07:30:00Z,2022-06-01T08:00:00Z,2022-06-01,07:30:00
0.014,2022-06-01T08:00:00Z,2022-06-01T08:30:00Z,2022-06-01,08:00:00
0.03,2022-06-01T08:30:00Z,2022-06-01T09:00:00Z,2022-06-01,08:30:00
0.02,2022-06-01T09:00:00Z,2022-06-01T09:30:00Z,2022-06-01,09:00:00
0.021,2022-06-01T09:30:00Z,2022-06-01T10:00:00Z,2022-06-01,09:30:00
0.03,2022-06-01T10:00:00Z,2022-06-01T10:30:00Z,2022-06-01,10:00:00
0.016,2022-06-01T10:30:00Z,2022-06-01T11:00:00Z,2022-06-01,10:30:00
0.034,2022-06-01T11:00:00Z,2022-06-01T11:30:00Z,2022-06-01,11:00:00
0.015,2022-06-01T11:30:00Z,2022-06-01T12:00:00Z,2022-06-01,11:30:00
0.037,2022-06-01T12:00:00Z,2022-06-01T12:30:00Z,2022-06-01,12:00:00
0.015,2022-06-01T12:30:00Z,2022-06-01T13:00:00Z,2022-06-01,12:30:00
0.037,2022-06-01T13:00:00Z,2022-06-01T13:30:00Z,2022-06-01,13:00:00
0.017,2022-06-01T13:30:00Z,2022-06-01T14:00:00Z,2022-06-01,13:30:00
0.035,2022-06-01T14:00:00Z,2022-06-01T14:30:00Z,2022-06-01,14:00:00
0.02,2022-06-01T14:30:00Z,2022-06-01T15:00:00Z,2022-06-01,14:30:00
0.032,2022-06-01T15:00:00Z,2022-06-01T15:30:00Z,2022-06-01,15:00:00
0.024,2022-06-01T15:30:00Z,2022-06-01T16:00:00Z,2022-06-01,15:30:00
0.027,2022-06-01T16:00:00Z,2022-06-01T16:30:00Z,2022-06-01,16:00:00
0.03,2022-06-01T16:30:00Z,2022-06-01T17:00:00Z,2022-06-01,16:30:00
0.022,2022-06-01T17:00:00Z,2022-06-01T17:30:00Z,2022-06-01,17:00:00
0.035,2022-06-01T17:30:00Z,2022-06-01T18:00:00Z,2022-06-01,17:30:00
0.016,2022-06-01T18:00:00Z,2022-06-01T18:30:00Z,2022-06-01,18:00:00
0.038,2022-06-01T18:30:00Z,2022-06-01T19:00:00Z,2022-06-01,18:30:00
0.014,2022-06-01T19:00:00Z,2022-06-01T19:30:00Z,2022-06-01,19:00:00
0.038,2022-06-01T19:30:00Z,2022-06-01T20:00:00Z,2022-06-01,19:30:00
0.014,2022-06-01T20:00:00Z,2022-06-01T20:30:00Z,2022-06-01,20:00:00
0.038,2022-06-01T20:30:00Z,2022-06-01T21:00:00Z,2022-06-01,20:30:00
0.014,2022-06-01T21:00:00Z,2022-06-01T21:30:00Z,2022-06-01,21:00:00
0.038,2022-06-01T21:30:00Z,2022-06-01T22:00:00Z,2022-06-01,21:30:00
0.017,2022-06-01T22:00:00Z,2022-06-01T22:30:00Z,2022-06-01,22:00:00
0.038,2022-06-01T22:30:00Z,2022-06-01T23:00:00Z,2022-06-01,22:30:00
0.014,2022-06-01T23:00:00Z,2022-06-01T23:30:00Z,2022-06-01,23:00:00
0.037,2022-06-01T23:30:00Z,2022-06-02T00:00:00Z,2022-06-01,23:30:00
0.014,2022-06-02T00:00:00Z,2022-06-02T00:30:00Z,2022-06-02,00:00:00
0.037,2022-06-02T00:30:00Z,2022-06-02T01:00:00Z,2022-06-02,00:30:00
0.014,2022-06-02T01:00:00Z,2022-06-02T01:30:00Z,2022-06-02,01:00:00
0.037,2022-06-02T01:30:00Z,2022-06-02T02:00:00Z,2022-06-02,01:30:00
0.014,2022-06-02T02:00:00Z,2022-06-02T02:30:00Z,2022-06-02,02:00:00
0.037,2022-06-02T02:30:00Z,2022-06-02T03:00:00Z,2022-06-02,02:30:00
0.014,2022-06-02T03:00:00Z,2022-06-02T03:30:00Z,2022-06-02,03:00:00
0.037,2022-06-02T03:30:00Z,2022-06-02T04:00:00Z,2022-06-02,03:30:00
0.014,2022-06-02T04:00:00Z,2022-06-02T04:30:00Z,2022-06-02,04:00:00
0.037,2022-06-02T04:30:00Z,2022-06-02T05:00:00Z,2022-06-02,04:30:00
0.014,2022-06-02T05:00:00Z,2022-06-02T05:30:00Z,2022-06-02,05:00:00
0.037,2022-06-02T05:30:00Z,2022-06-02T06:00:00Z,2022-06-02,05:30:00
0.014,2022-06-02T06:00:00Z,2022-06-02T06:30:00Z,2022-06-02,06:00:00
0.037,2022-06-02T06:30:00Z,2022-06-02T07:00:00Z,2022-06-02,06:30:00
0.015,2022-06-02T07:00:00Z,2022-06-02T07:30:00Z,2022-06-02,07:00:00
0.035,2022-06-02T07:30:00Z,2022-06-02T08:00:00Z,2022-06-02,07:30:00
0.014,2022-06-02T08:00:00Z,2022-06-02T08:30:00Z,2022-06-02,08:00:00
0.037,2022-06-02T08:30:00Z,2022-06-02T09:00:00Z,2022-06-02,08:30:00
0.014,2022-06-02T09:00:00Z,2022-06-02T09:30:00Z,2022-06-02,09:00:00
0.037,2022-06-02T09:30:00Z,2022-06-02T10:00:00Z,2022-06-02,09:30:00
0.014,2022-06-02T10:00:00Z,2022-06-02T10:30:00Z,2022-06-02,10:00:00
0.037,2022-06-02T10:30:00Z,2022-06-02T11:00:00Z,2022-06-02,10:30:00
0.014,2022-06-02T11:00:00Z,2022-06-02T11:30:00Z,2022-06-02,11:00:00
0.037,2022-06-02T11:30:00Z,2022-06-02T12:00:00Z,2022-06-02,11:30:00
0.018,2022-06-02T12:00:00Z,2022-06-02T12:30:00Z,2022-06-02,12:00:00
0.033,2022-06-02T12:30:00Z,2022-06-02T13:00:00Z,2022-06-02,12:30:00
0.025,2022-06-02T13:00:00Z,2022-06-02T13:30:00Z,2022-06-02,13:00:00
0.027,2022-06-02T13:30:00Z,2022-06-02T14:00:00Z,2022-06-02,13:30:00
0.032,2022-06-02T14:00:00Z,2022-06-02T14:30:00Z,2022-06-02,14:00:00
0.021,2022-06-02T14:30:00Z,2022-06-02T15:00:00Z,2022-06-02,14:30:00
0.039,2022-06-02T15:00:00Z,2022-06-02T15:30:00Z,2022-06-02,15:00:00
0.014,2022-06-02T15:30:00Z,2022-06-02T16:00:00Z,2022-06-02,15:30:00
0.038,2022-06-02T16:00:00Z,2022-06-02T16:30:00Z,2022-06-02,16:00:00
0.014,2022-06-02T16:30:00Z,2022-06-02T17:00:00Z,2022-06-02,16:30:00
0.05,2022-06-02T17:00:00Z,2022-06-02T17:30:00Z,2022-06-02,17:00:00
0.066,2022-06-02T17:30:00Z,2022-06-02T18:00:00Z,2022-06-02,17:30:00
0.567,2022-06-02T18:00:00Z,2022-06-02T18:30:00Z,2022-06-02,18:00:00
0.644,2022-06-02T18:30:00Z,2022-06-02T19:00:00Z,2022-06-02,18:30:00
0.157,2022-06-02T19:00:00Z,2022-06-02T19:30:00Z,2022-06-02,19:00:00
0.069,2022-06-02T19:30:00Z,2022-06-02T20:00:00Z,2022-06-02,19:30:00
0.042,2022-06-02T20:00:00Z,2022-06-02T20:30:00Z,2022-06-02,20:00:00
0.066,2022-06-02T20:30:00Z,2022-06-02T21:00:00Z,2022-06-02,20:30:00
0.047,2022-06-02T21:00:00Z,2022-06-02T21:30:00Z,2022-06-02,21:00:00
0.049,2022-06-02T21:30:00Z,2022-06-02T22:00:00Z,2022-06-02,21:30:00
1.054,2022-06-02T22:00:00Z,2022-06-02T22:30:00Z,2022-06-02,22:00:00
1.574,2022-06-02T22:30:00Z,2022-06-02T23:00:00Z,2022-06-02,22:30:00
1.571,2022-06-02T23:00:00Z,2022-06-02T23:30:00Z,2022-06-02,23:00:00
0.827,2022-06-02T23:30:00Z,2022-06-03T00:00:00Z,2022-06-02,23:30:00
0.028,2022-06-03T00:00:00Z,2022-06-03T00:30:00Z,2022-06-03,00:00:00
0.023,2022-06-03T00:30:00Z,2022-06-03T01:00:00Z,2022-06-03,00:30:00
0.032,2022-06-03T01:00:00Z,2022-06-03T01:30:00Z,2022-06-03,01:00:00
0.02,2022-06-03T01:30:00Z,2022-06-03T02:00:00Z,2022-06-03,01:30:00
0.036,2022-06-03T02:00:00Z,2022-06-03T02:30:00Z,2022-06-03,02:00:00
0.016,2022-06-03T02:30:00Z,2022-06-03T03:00:00Z,2022-06-03,02:30:00
0.038,2022-06-03T03:00:00Z,2022-06-03T03:30:00Z,2022-06-03,03:00:00
0.015,2022-06-03T03:30:00Z,2022-06-03T04:00:00Z,2022-06-03,03:30:00
0.037,2022-06-03T04:00:00Z,2022-06-03T04:30:00Z,2022-06-03,04:00:00
0.014,2022-06-03T04:30:00Z,2022-06-03T05:00:00Z,2022-06-03,04:30:00
0.037,2022-06-03T05:00:00Z,2022-06-03T05:30:00Z,2022-06-03,05:00:00
0.014,2022-06-03T05:30:00Z,2022-06-03T06:00:00Z,2022-06-03,05:30:00
0.036,2022-06-03T06:00:00Z,2022-06-03T06:30:00Z,2022-06-03,06:00:00
0.077,2022-06-03T06:30:00Z,2022-06-03T07:00:00Z,2022-06-03,06:30:00
0.066,2022-06-03T07:00:00Z,2022-06-03T07:30:00Z,2022-06-03,07:00:00
0.115,2022-06-03T07:30:00Z,2022-06-03T08:00:00Z,2022-06-03,07:30:00
0.133,2022-06-03T08:00:00Z,2022-06-03T08:30:00Z,2022-06-03,08:00:00
0.09,2022-06-03T08:30:00Z,2022-06-03T09:00:00Z,2022-06-03,08:30:00
0.481,2022-06-03T09:00:00Z,2022-06-03T09:30:00Z,2022-06-03,09:00:00
0.176,2022-06-03T09:30:00Z,2022-06-03T10:00:00Z,2022-06-03,09:30:00
0.094,2022-06-03T10:00:00Z,2022-06-03T10:30:00Z,2022-06-03,10:00:00
0.037,2022-06-03T10:30:00Z,2022-06-03T11:00:00Z,2022-06-03,10:30:00
0.031,2022-06-03T11:00:00Z,2022-06-03T11:30:00Z,2022-06-03,11:00:00
0.021,2022-06-03T11:30:00Z,2022-06-03T12:00:00Z,2022-06-03,11:30:00
0.025,2022-06-03T12:00:00Z,2022-06-03T12:30:00Z,2022-06-03,12:00:00
0.026,2022-06-03T12:30:00Z,2022-06-03T13:00:00Z,2022-06-03,12:30:00
0.019,2022-06-03T13:00:00Z,2022-06-03T13:30:00Z,2022-06-03,13:00:00
0.033,2022-06-03T13:30:00Z,2022-06-03T14:00:00Z,2022-06-03,13:30:00
0.151,2022-06-03T14:00:00Z,2022-06-03T14:30:00Z,2022-06-03,14:00:00
0.282,2022-06-03T14:30:00Z,2022-06-03T15:00:00Z,2022-06-03,14:30:00
0.089,2022-06-03T15:00:00Z,2022-06-03T15:30:00Z,2022-06-03,15:00:00
0.102,2022-06-03T15:30:00Z,2022-06-03T16:00:00Z,2022-06-03,15:30:00
0.097,2022-06-03T16:00:00Z,2022-06-03T16:30:00Z,2022-06-03,16:00:00
0.172,2022-06-03T16:30:00Z,2022-06-03T17:00:00Z,2022-06-03,16:30:00
0.073,2022-06-03T17:00:00Z,2022-06-03T17:30:00Z,2022-06-03,17:00:00
0.049,2022-06-03T17:30:00Z,2022-06-03T18:00:00Z,2022-06-03,17:30:00
0.055,2022-06-03T18:00:00Z,2022-06-03T18:30:00Z,2022-06-03,18:00:00
0.047,2022-06-03T18:30:00Z,2022-06-03T19:00:00Z,2022-06-03,18:30:00
0.07,2022-06-03T19:00:00Z,2022-06-03T19:30:00Z,2022-06-03,19:00:00
0.051,2022-06-03T19:30:00Z,2022-06-03T20:00:00Z,2022-06-03,19:30:00
0.064,2022-06-03T20:00:00Z,2022-06-03T20:30:00Z,2022-06-03,20:00:00
0.107,2022-06-03T20:30:00Z,2022-06-03T21:00:00Z,2022-06-03,20:30:00
0.054,2022-06-03T21:00:00Z,2022-06-03T21:30:00Z,2022-06-03,21:00:00
0.045,2022-06-03T21:30:00Z,2022-06-03T22:00:00Z,2022-06-03,21:30:00
1.061,2022-06-03T22:00:00Z,2022-06-03T22:30:00Z,2022-06-03,22:00:00
1.57,2022-06-03T22:30:00Z,2022-06-03T23:00:00Z,2022-06-03,22:30:00
0.492,2022-06-03T23:00:00Z,2022-06-03T23:30:00Z,2022-06-03,23:00:00
0.04,2022-06-03T23:30:00Z,2022-06-04T00:00:00Z,2022-06-03,23:30:00
0.016,2022-06-04T00:00:00Z,2022-06-04T00:30:00Z,2022-06-04,00:00:00
0.297,2022-06-04T00:30:00Z,2022-06-04T01:00:00Z,2022-06-04,00:30:00
0.015,2022-06-04T01:00:00Z,2022-06-04T01:30:00Z,2022-06-04,01:00:00
0.038,2022-06-04T01:30:00Z,2022-06-04T02:00:00Z,2022-06-04,01:30:00
0.014,2022-06-04T02:00:00Z,2022-06-04T02:30:00Z,2022-06-04,02:00:00
0.037,2022-06-04T02:30:00Z,2022-06-04T03:00:00Z,2022-06-04,02:30:00
0.014,2022-06-04T03:00:00Z,2022-06-04T03:30:00Z,2022-06-04,03:00:00
0.038,2022-06-04T03:30:00Z,2022-06-04T04:00:00Z,2022-06-04,03:30:00
0.015,2022-06-04T04:00:00Z,2022-06-04T04:30:00Z,2022-06-04,04:00:00
0.036,2022-06-04T04:30:00Z,2022-06-04T05:00:00Z,2022-06-04,04:30:00
0.016,2022-06-04T05:00:00Z,2022-06-04T05:30:00Z,2022-06-04,05:00:00
0.03,2022-06-04T05:30:00Z,2022-06-04T06:00:00Z,2022-06-04,05:30:00
0.021,2022-06-04T06:00:00Z,2022-06-04T06:30:00Z,2022-06-04,06:00:00
0.77,2022-06-04T06:30:00Z,2022-06-04T07:00:00Z,2022-06-04,06:30:00
0.402,2022-06-04T07:00:00Z,2022-06-04T07:30:00Z,2022-06-04,07:00:00
0.082,2022-06-04T07:30:00Z,2022-06-04T08:00:00Z,2022-06-04,07:30:00
0.756,2022-06-04T08:00:00Z,2022-06-04T08:30:00Z,2022-06-04,08:00:00
0.77,2022-06-04T08:30:00Z,2022-06-04T09:00:00Z,2022-06-04,08:30:00
0.077,2022-06-04T09:00:00Z,2022-06-04T09:30:00Z,2022-06-04,09:00:00
0.074,2022-06-04T09:30:00Z,2022-06-04T10:00:00Z,2022-06-04,09:30:00
0.11,2022-06-04T10:00:00Z,2022-06-04T10:30:00Z,2022-06-04,10:00:00
0.03,2022-06-04T10:30:00Z,2022-06-04T11:00:00Z,2022-06-04,10:30:00
0.045,2022-06-04T11:00:00Z,2022-06-04T11:30:00Z,2022-06-04,11:00:00
0.07,2022-06-04T11:30:00Z,2022-06-04T12:00:00Z,2022-06-04,11:30:00
0.046,2022-06-04T12:00:00Z,2022-06-04T12:30:00Z,2022-06-04,12:00:00
0.069,2022-06-04T12:30:00Z,2022-06-04T13:00:00Z,2022-06-04,12:30:00
0.347,2022-06-04T13:00:00Z,2022-06-04T13:30:00Z,2022-06-04,13:00:00
0.151,2022-06-04T13:30:00Z,2022-06-04T14:00:00Z,2022-06-04,13:30:00
0.055,2022-06-04T14:00:00Z,2022-06-04T14:30:00Z,2022-06-04,14:00:00
0.146,2022-06-04T14:30:00Z,2022-06-04T15:00:00Z,2022-06-04,14:30:00
0.076,2022-06-04T15:00:00Z,2022-06-04T15:30:00Z,2022-06-04,15:00:00
0.071,2022-06-04T15:30:00Z,2022-06-04T16:00:00Z,2022-06-04,15:30:00
0.047,2022-06-04T16:00:00Z,2022-06-04T16:30:00Z,2022-06-04,16:00:00
0.055,2022-06-04T16:30:00Z,2022-06-04T17:00:00Z,2022-06-04,16:30:00
0.048,2022-06-04T17:00:00Z,2022-06-04T17:30:00Z,2022-06-04,17:00:00
0.111,2022-06-04T17:30:00Z,2022-06-04T18:00:00Z,2022-06-04,17:30:00
0.094,2022-06-04T18:00:00Z,2022-06-04T18:30:00Z,2022-06-04,18:00:00
0.049,2022-06-04T18:30:00Z,2022-06-04T19:00:00Z,2022-06-04,18:30:00
0.086,2022-06-04T19:00:00Z,2022-06-04T19:30:00Z,2022-06-04,19:00:00
0.05,2022-06-04T19:30:00Z,2022-06-04T20:00:00Z,2022-06-04,19:30:00
0.077,2022-06-04T20:00:00Z,2022-06-04T20:30:00Z,2022-06-04,20:00:00
0.056,2022-06-04T20:30:00Z,2022-06-04T21:00:00Z,2022-06-04,20:30:00
0.074,2022-06-04T21:00:00Z,2022-06-04T21:30:00Z,2022-06-04,21:00:00
0.048,2022-06-04T21:30:00Z,2022-06-04T22:00:00Z,2022-06-04,21:30:00
1.087,2022-06-04T22:00:00Z,2022-06-04T22:30:00Z,2022-06-04,22:00:00
1.55,2022-06-04T22:30:00Z,2022-06-04T23:00:00Z,2022-06-04,22:30:00
0.998,2022-06-04T23:00:00Z,2022-06-04T23:30:00Z,2022-06-04,23:00:00
0.017,2022-06-04T23:30:00Z,2022-06-05T00:00:00Z,2022-06-04,23:30:00
0.038,2022-06-05T00:00:00Z,2022-06-05T00:30:00Z,2022-06-05,00:00:00
0.269,2022-06-05T00:30:00Z,2022-06-05T01:00:00Z,2022-06-05,00:30:00
0.037,2022-06-05T01:00:00Z,2022-06-05T01:30:00Z,2022-06-05,01:00:00
0.014,2022-06-05T01:30:00Z,2022-06-05T02:00:00Z,2022-06-05,01:30:00
0.037,2022-06-05T02:00:00Z,2022-06-05T02:30:00Z,2022-06-05,02:00:00
0.014,2022-06-05T02:30:00Z,2022-06-05T03:00:00Z,2022-06-05,02:30:00
0.037,2022-06-05T03:00:00Z,2022-06-05T03:30:00Z,2022-06-05,03:00:00
0.015,2022-06-05T03:30:00Z,2022-06-05T04:00:00Z,2022-06-05,03:30:00
0.032,2022-06-05T04:00:00Z,2022-06-05T04:30:00Z,2022-06-05,04:00:00
0.02,2022-06-05T04:30:00Z,2022-06-05T05:00:00Z,2022-06-05,04:30:00
0.026,2022-06-05T05:00:00Z,2022-06-05T05:30:00Z,2022-06-05,05:00:00
0.438,2022-06-05T05:30:00Z,2022-06-05T06:00:00Z,2022-06-05,05:30:00
0.155,2022-06-05T06:00:00Z,2022-06-05T06:30:00Z,2022-06-05,06:00:00
0.124,2022-06-05T06:30:00Z,2022-06-05T07:00:00Z,2022-06-05,06:30:00
0.11,2022-06-05T07:00:00Z,2022-06-05T07:30:00Z,2022-06-05,07:00:00
0.03,2022-06-05T07:30:00Z,2022-06-05T08:00:00Z,2022-06-05,07:30:00
0.035,2022-06-05T08:00:00Z,2022-06-05T08:30:00Z,2022-06-05,08:00:00
0.015,2022-06-05T08:30:00Z,2022-06-05T09:00:00Z,2022-06-05,08:30:00
0.036,2022-06-05T09:00:00Z,2022-06-05T09:30:00Z,2022-06-05,09:00:00
0.014,2022-06-05T09:30:00Z,2022-06-05T10:00:00Z,2022-06-05,09:30:00
0.036,2022-06-05T10:00:00Z,2022-06-05T10:30:00Z,2022-06-05,10:00:00
0.014,2022-06-05T10:30:00Z,2022-06-05T11:00:00Z,2022-06-05,10:30:00
0.037,2022-06-05T11:00:00Z,2022-06-05T11:30:00Z,2022-06-05,11:00:00
0.014,2022-06-05T11:30:00Z,2022-06-05T12:00:00Z,2022-06-05,11:30:00
0.038,2022-06-05T12:00:00Z,2022-06-05T12:30:00Z,2022-06-05,12:00:00
0.014,2022-06-05T12:30:00Z,2022-06-05T13:00:00Z,2022-06-05,12:30:00
0.038,2022-06-05T13:00:00Z,2022-06-05T13:30:00Z,2022-06-05,13:00:00
0.108,2022-06-05T13:30:00Z,2022-06-05T14:00:00Z,2022-06-05,13:30:00
0.072,2022-06-05T14:00:00Z,2022-06-05T14:30:00Z,2022-06-05,14:00:00
0.036,2022-06-05T14:30:00Z,2022-06-05T15:00:00Z,2022-06-05,14:30:00
0.085,2022-06-05T15:00:00Z,2022-06-05T15:30:00Z,2022-06-05,15:00:00
0.666,2022-06-05T15:30:00Z,2022-06-05T16:00:00Z,2022-06-05,15:30:00
0.611,2022-06-05T16:00:00Z,2022-06-05T16:30:00Z,2022-06-05,16:00:00
0.347,2022-06-05T16:30:00Z,2022-06-05T17:00:00Z,2022-06-05,16:30:00
0.058,2022-06-05T17:00:00Z,2022-06-05T17:30:00Z,2022-06-05,17:00:00
0.068,2022-06-05T17:30:00Z,2022-06-05T18:00:00Z,2022-06-05,17:30:00
0.052,2022-06-05T18:00:00Z,2022-06-05T18:30:00Z,2022-06-05,18:00:00
0.071,2022-06-05T18:30:00Z,2022-06-05T19:00:00Z,2022-06-05,18:30:00
0.046,2022-06-05T19:00:00Z,2022-06-05T19:30:00Z,2022-06-05,19:00:00
