consumption,interval_start,interval_end,date,time
0.037,2022-06-12T00:00:00Z,2022-06-12T00:30:00Z,2022-06-12,00:00:00
0.016,2022-06-12T00:30:00Z,2022-06-12T01:00:00Z,2022-06-12,00:30:00
0.034,2022-06-12T01:00:00Z,2022-06-12T01:30:00Z,2022-06-12,01:00:00
0.28,2022-06-12T01:30:00Z,2022-06-12T02:00:00Z,2022-06-12,01:30:00
1.557,2022-06-12T02:00:00Z,2022-06-12T02:30:00Z,2022-06-12,02:00:00
0.788,2022-06-12T02:30:00Z,2022-06-12T03:00:00Z,2022-06-12,02:30:00
0.026,2022-06-12T03:00:00Z,2022-06-12T03:30:00Z,2022-06-12,03:00:00
0.027,2022-06-12T03:30:00Z,2022-06-12T04:00:00Z,2022-06-12,03:30:00
0.264,2022-06-12T04:00:00Z,2022-06-12T04:30:00Z,2022-06-12,04:00:00
0.026,2022-06-12T04:30:00Z,2022-06-12T05:00:00Z,2022-06-12,04:30:00
0.025,2022-06-12T05:00:00Z,2022-06-12T05:30:00Z,2022-06-12,05:00:00
0.024,2022-06-12T05:30:00Z,2022-06-12T06:00:00Z,2022-06-12,05:30:00
0.047,2022-06-12T06:00:00Z,2022-06-12T06:30:00Z,2022-06-12,06:00:00
0.059,2022-06-12T06:30:00Z,2022-06-12T07:00:00Z,2022-06-12,06:30:00
0.032,2022-06-12T07:00:00Z,2022-06-12T07:30:00Z,2022-06-12,07:00:00
0.366,2022-06-12T07:30:00Z,2022-06-12T08:00:00Z,2022-06-12,07:30:00
0.705,2022-06-12T08:00:00Z,2022-06-12T08:30:00Z,2022-06-12,08:00:00
0.813,2022-06-12T08:30:00Z,2022-06-12T09:00:00Z,2022-06-12,08:30:00
0.488,2022-06-12T09:00:00Z,2022-06-12T09:30:00Z,2022-06-12,09:00:00
0.078,2022-06-12T09:30:00Z,2022-06-12T10:00:00Z,2022-06-12,09:30:00
0.05,2022-06-12T10:00:00Z,2022-06-12T10:30:00Z,2022-06-12,10:00:00
0.024,2022-06-12T10:30:00Z,2022-06-12T11:00:00Z,2022-06-12,10:30:00
0.034,2022-06-12T11:00:00Z,2022-06-12T11:30:00Z,2022-06-12,11:00:00
0.302,2022-06-12T11:30:00Z,2022-06-12T12:00:00Z,2022-06-12,11:30:00
0.299,2022-06-12T12:00:00Z,2022-06-12T12:30:00Z,2022-06-12,12:00:00
0.093,2022-06-12T12:30:00Z,2022-06-12T13:00:00Z,2022-06-12,12:30:00
0.081,2022-06-12T13:00:00Z,2022-06-12T13:30:00Z,2022-06-12,13:00:00
0.357,2022-06-12T13:30:00Z,2022-06-12T14:00:00Z,2022-06-12,13:30:00
0.244,2022-06-12T14:00:00Z,2022-06-12T14:30:00Z,2022-06-12,14:00:00
0.076,2022-06-12T14:30:00Z,2022-06-12T15:00:00Z,2022-06-12,14:30:00
0.373,2022-06-12T15:00:00Z,2022-06-12T15:30:00Z,2022-06-12,15:00:00
0.081,2022-06-12T15:30:00Z,2022-06-12T16:00:00Z,2022-06-12,15:30:00
0.349,2022-06-12T16:00:00Z,2022-06-12T16:30:00Z,2022-06-12,16:00:00
0.473,2022-06-12T16:30:00Z,2022-06-12T17:00:00Z,2022-06-12,16:30:00
0.377,2022-06-12T17:00:00Z,2022-06-12T17:30:00Z,2022-06-12,17:00:00
0.088,2022-06-12T17:30:00Z,2022-06-12T18:00:00Z,2022-06-12,17:30:00
0.052,2022-06-12T18:00:00Z,2022-06-12T18:30:00Z,2022-06-12,18:00:00
0.081,2022-06-12T18:30:00Z,2022-06-12T19:00:00Z,2022-06-12,18:30:00
0.043,2022-06-12T19:00:00Z,2022-06-12T19:30:00Z,2022-06-12,19:00:00
0.075,2022-06-12T19:30:00Z,2022-06-12T20:00:00Z,2022-06-12,19:30:00
0.043,2022-06-12T20:00:00Z,2022-06-12T20:30:00Z,2022-06-12,20:00:00
0.073,2022-06-12T20:30:00Z,2022-06-12T21:00:00Z,2022-06-12,20:30:00
0.042,2022-06-12T21:00:00Z,2022-06-12T21:30:00Z,2022-06-12,21:00:00
0.071,2022-06-12T21:30:00Z,2022-06-12T22:00:00Z,2022-06-12,21:30:00
0.04,2022-06-12T22:00:00Z,2022-06-12T22:30:00Z,2022-06-12,22:00:00
0.046,2022-06-12T22:30:00Z,2022-06-12T23:00:00Z,2022-06-12,22:30:00
0.014,2022-06-12T23:00:00Z,2022-06-12T23:30:00Z,2022-06-12,23:00:00
0.039,2022-06-12T23:30:00Z,2022-06-13T00:00:00Z,2022-06-12,23:30:00
0.014,2022-06-13T00:00:00Z,2022-06-13T00:30:00Z,2022-06-13,00:00:00
0.039,2022-06-13T00:30:00Z,2022-06-13T01:00:00Z,2022-06-13,00:30:00
0.014,2022-06-13T01:00:00Z,2022-06-13T01:30:00Z,2022-06-13,01:00:00
0.317,2022-06-13T01:30:00Z,2022-06-13T02:00:00Z,2022-06-13,01:30:00
1.568,2022-06-13T02:00:00Z,2022-06-13T02:30:00Z,2022-06-13,02:00:00
1.548,2022-06-13T02:30:00Z,2022-06-13T03:00:00Z,2022-06-13,02:30:00
0.833,2022-06-13T03:00:00Z,2022-06-13T03:30:00Z,2022-06-13,03:00:00
0.038,2022-06-13T03:30:00Z,2022-06-13T04:00:00Z,2022-06-13,03:30:00
0.015,2022-06-13T04:00:00Z,2022-06-13T04:30:00Z,2022-06-13,04:00:00
0.29,2022-06-13T04:30:00Z,2022-06-13T05:00:00Z,2022-06-13,04:30:00
0.234,2022-06-13T05:00:00Z,2022-06-13T05:30:00Z,2022-06-13,05:00:00
0.366,2022-06-13T05:30:00Z,2022-06-13T06:00:00Z,2022-06-13,05:30:00
0.112,2022-06-13T06:00:00Z,2022-06-13T06:30:00Z,2022-06-13,06:00:00
0.312,2022-06-13T06:30:00Z,2022-06-13T07:00:00Z,2022-06-13,06:30:00
0.32,2022-06-13T07:00:00Z,2022-06-13T07:30:00Z,2022-06-13,07:00:00
0.421,2022-06-13T07:30:00Z,2022-06-13T08:00:00Z,2022-06-13,07:30:00
0.075,2022-06-13T08:00:00Z,2022-06-13T08:30:00Z,2022-06-13,08:00:00
0.052,2022-06-13T08:30:00Z,2022-06-13T09:00:00Z,2022-06-13,08:30:00
0.028,2022-06-13T09:00:00Z,2022-06-13T09:30:00Z,2022-06-13,09:00:00
0.042,2022-06-13T09:30:00Z,2022-06-13T10:00:00Z,2022-06-13,09:30:00
0.023,2022-06-13T10:00:00Z,2022-06-13T10:30:00Z,2022-06-13,10:00:00
0.041,2022-06-13T10:30:00Z,2022-06-13T11:00:00Z,2022-06-13,10:30:00
0.024,2022-06-13T11:00:00Z,2022-06-13T11:30:00Z,2022-06-13,11:00:00
0.052,2022-06-13T11:30:00Z,2022-06-13T12:00:00Z,2022-06-13,11:30:00
0.072,2022-06-13T12:00:00Z,2022-06-13T12:30:00Z,2022-06-13,12:00:00
0.043,2022-06-13T12:30:00Z,2022-06-13T13:00:00Z,2022-06-13,12:30:00
0.02,2022-06-13T13:00:00Z,2022-06-13T13:30:00Z,2022-06-13,13:00:00
0.044,2022-06-13T13:30:00Z,2022-06-13T14:00:00Z,2022-06-13,13:30:00
0.027,2022-06-13T14:00:00Z,2022-06-13T14:30:00Z,2022-06-13,14:00:00
0.049,2022-06-13T14:30:00Z,2022-06-13T15:00:00Z,2022-06-13,14:30:00
0.032,2022-06-13T15:00:00Z,2022-06-13T15:30:00Z,2022-06-13,15:00:00
0.646,2022-06-13T15:30:00Z,2022-06-13T16:00:00Z,2022-06-13,15:30:00
0.526,2022-06-13T16:00:00Z,2022-06-13T16:30:00Z,2022-06-13,16:00:00
0.322,2022-06-13T16:30:00Z,2022-06-13T17:00:00Z,2022-06-13,16:30:00
0.041,2022-06-13T17:00:00Z,2022-06-13T17:30:00Z,2022-06-13,17:00:00
0.057,2022-06-13T17:30:00Z,2022-06-13T18:00:00Z,2022-06-13,17:30:00
0.02,2022-06-13T18:00:00Z,2022-06-13T18:30:00Z,2022-06-13,18:00:00
0.061,2022-06-13T18:30:00Z,2022-06-13T19:00:00Z,2022-06-13,18:30:00
0.056,2022-06-13T19:00:00Z,2022-06-13T19:30:00Z,2022-06-13,19:00:00
0.073,2022-06-13T19:30:00Z,2022-06-13T20:00:00Z,2022-06-13,19:30:00
0.08,2022-06-13T20:00:00Z,2022-06-13T20:30:00Z,2022-06-13,20:00:00
0.055,2022-06-13T20:30:00Z,2022-06-13T21:00:00Z,2022-06-13,20:30:00
0.066,2022-06-13T21:00:00Z,2022-06-13T21:30:00Z,2022-06-13,21:00:00
0.042,2022-06-13T21:30:00Z,2022-06-13T22:00:00Z,2022-06-13,21:30:00
0.063,2022-06-13T22:00:00Z,2022-06-13T22:30:00Z,2022-06-13,22:00:00
0.017,2022-06-13T22:30:00Z,2022-06-13T23:00:00Z,2022-06-13,22:30:00
0.04,2022-06-13T23:00:00Z,2022-06-13T23:30:00Z,2022-06-13,23:00:00
0.015,2022-06-13T23:30:00Z,2022-06-14T00:00:00Z,2022-06-13,23:30:00
0.037,2022-06-14T00:00:00Z,2022-06-14T00:30:00Z,2022-06-14,00:00:00
0.014,2022-06-14T00:30:00Z,2022-06-14T01:00:00Z,2022-06-14,00:30:00
0.037,2022-06-14T01:00:00Z,2022-06-14T01:30:00Z,2022-06-14,01:00:00
0.282,2022-06-14T01:30:00Z,2022-06-14T02:00:00Z,2022-06-14,01:30:00
1.567,2022-06-14T02:00:00Z,2022-06-14T02:30:00Z,2022-06-14,02:00:00
1.534,2022-06-14T02:30:00Z,2022-06-14T03:00:00Z,2022-06-14,02:30:00
0.369,2022-06-14T03:00:00Z,2022-06-14T03:30:00Z,2022-06-14,03:00:00
0.057,2022-06-14T03:30:00Z,2022-06-14T04:00:00Z,2022-06-14,03:30:00
0.022,2022-06-14T04:00:00Z,2022-06-14T04:30:00Z,2022-06-14,04:00:00
0.288,2022-06-14T04:30:00Z,2022-06-14T05:00:00Z,2022-06-14,04:30:00
0.031,2022-06-14T05:00:00Z,2022-06-14T05:30:00Z,2022-06-14,05:00:00
0.014,2022-06-14T05:30:00Z,2022-06-14T06:00:00Z,2022-06-14,05:30:00
1.286,2022-06-14T06:00:00Z,2022-06-14T06:30:00Z,2022-06-14,06:00:00
0.325,2022-06-14T06:30:00Z,2022-06-14T07:00:00Z,2022-06-14,06:30:00
0.033,2022-06-14T07:00:00Z,2022-06-14T07:30:00Z,2022-06-14,07:00:00
0.019,2022-06-14T07:30:00Z,2022-06-14T08:00:00Z,2022-06-14,07:30:00
0.068,2022-06-14T08:00:00Z,2022-06-14T08:30:00Z,2022-06-14,08:00:00
0.074,2022-06-14T08:30:00Z,2022-06-14T09:00:00Z,2022-06-14,08:30:00
0.024,2022-06-14T09:00:00Z,2022-06-14T09:30:00Z,2022-06-14,09:00:00
0.059,2022-06-14T09:30:00Z,2022-06-14T10:00:00Z,2022-06-14,09:30:00
0.044,2022-06-14T10:00:00Z,2022-06-14T10:30:00Z,2022-06-14,10:00:00
0.099,2022-06-14T10:30:00Z,2022-06-14T11:00:00Z,2022-06-14,10:30:00
0.074,2022-06-14T11:00:00Z,2022-06-14T11:30:00Z,2022-06-14,11:00:00
0.574,2022-06-14T11:30:00Z,2022-06-14T12:00:00Z,2022-06-14,11:30:00
0.094,2022-06-14T12:00:00Z,2022-06-14T12:30:00Z,2022-06-14,12:00:00
0.067,2022-06-14T12:30:00Z,2022-06-14T13:00:00Z,2022-06-14,12:30:00
0.091,2022-06-14T13:00:00Z,2022-06-14T13:30:00Z,2022-06-14,13:00:00
0.066,2022-06-14T13:30:00Z,2022-06-14T14:00:00Z,2022-06-14,13:30:00
0.485,2022-06-14T14:00:00Z,2022-06-14T14:30:00Z,2022-06-14,14:00:00
0.177,2022-06-14T14:30:00Z,2022-06-14T15:00:00Z,2022-06-14,14:30:00
0.056,2022-06-14T15:00:00Z,2022-06-14T15:30:00Z,2022-06-14,15:00:00
0.057,2022-06-14T15:30:00Z,2022-06-14T16:00:00Z,2022-06-14,15:30:00
0.081,2022-06-14T16:00:00Z,2022-06-14T16:30:00Z,2022-06-14,16:00:00
0.079,2022-06-14T16:30:00Z,2022-06-14T17:00:00Z,2022-06-14,16:30:00
0.095,2022-06-14T17:00:00Z,2022-06-14T17:30:00Z,2022-06-14,17:00:00
0.078,2022-06-14T17:30:00Z,2022-06-14T18:00:00Z,2022-06-14,17:30:00
0.073,2022-06-14T18:00:00Z,2022-06-14T18:30:00Z,2022-06-14,18:00:00
0.475,2022-06-14T18:30:00Z,2022-06-14T19:00:00Z,2022-06-14,18:30:00
0.515,2022-06-14T19:00:00Z,2022-06-14T19:30:00Z,2022-06-14,19:00:00
0.045,2022-06-14T19:30:00Z,2022-06-14T20:00:00Z,2022-06-14,19:30:00
0.073,2022-06-14T20:00:00Z,2022-06-14T20:30:00Z,2022-06-14,20:00:00
0.043,2022-06-14T20:30:00Z,2022-06-14T21:00:00Z,2022-06-14,20:30:00
0.067,2022-06-14T21:00:00Z,2022-06-14T21:30:00Z,2022-06-14,21:00:00
0.038,2022-06-14T21:30:00Z,2022-06-14T22:00:00Z,2022-06-14,21:30:00
0.033,2022-06-14T22:00:00Z,2022-06-14T22:30:00Z,2022-06-14,22:00:00
0.018,2022-06-14T22:30:00Z,2022-06-14T23:00:00Z,2022-06-14,22:30:00
0.03,2022-06-14T23:00:00Z,2022-06-14T23:30:00Z,2022-06-14,23:00:00
0.022,2022-06-14T23:30:00Z,2022-06-15T00:00:00Z,2022-06-14,23:30:00
0.024,2022-06-15T00:00:00Z,2022-06-15T00:30:00Z,2022-06-15,00:00:00
0.027,2022-06-15T00:30:00Z,2022-06-15T01:00:00Z,2022-06-15,00:30:00
0.017,2022-06-15T01:00:00Z,2022-06-15T01:30:00Z,2022-06-15,01:00:00
0.296,2022-06-15T01:30:00Z,2022-06-15T02:00:00Z,2022-06-15,01:30:00
1.538,2022-06-15T02:00:00Z,2022-06-15T02:30:00Z,2022-06-15,02:00:00
1.535,2022-06-15T02:30:00Z,2022-06-15T03:00:00Z,2022-06-15,02:30:00
0.014,2022-06-15T03:00:00Z,2022-06-15T03:30:00Z,2022-06-15,03:00:00
0.038,2022-06-15T03:30:00Z,2022-06-15T04:00:00Z,2022-06-15,03:30:00
0.014,2022-06-15T04:00:00Z,2022-06-15T04:30:00Z,2022-06-15,04:00:00
0.296,2022-06-15T04:30:00Z,2022-06-15T05:00:00Z,2022-06-15,04:30:00
0.016,2022-06-15T05:00:00Z,2022-06-15T05:30:00Z,2022-06-15,05:00:00
0.221,2022-06-15T05:30:00Z,2022-06-15T06:00:00Z,2022-06-15,05:30:00
0.094,2022-06-15T06:00:00Z,2022-06-15T06:30:00Z,2022-06-15,06:00:00
0.1,2022-06-15T06:30:00Z,2022-06-15T07:00:00Z,2022-06-15,06:30:00
0.092,2022-06-15T07:00:00Z,2022-06-15T07:30:00Z,2022-06-15,07:00:00
0.412,2022-06-15T07:30:00Z,2022-06-15T08:00:00Z,2022-06-15,07:30:00
0.126,2022-06-15T08:00:00Z,2022-06-15T08:30:00Z,2022-06-15,08:00:00
0.067,2022-06-15T08:30:00Z,2022-06-15T09:00:00Z,2022-06-15,08:30:00
0.019,2022-06-15T09:00:00Z,2022-06-15T09:30:00Z,2022-06-15,09:00:00
0.046,2022-06-15T09:30:00Z,2022-06-15T10:00:00Z,2022-06-15,09:30:00
0.023,2022-06-15T10:00:00Z,2022-06-15T10:30:00Z,2022-06-15,10:00:00
0.042,2022-06-15T10:30:00Z,2022-06-15T11:00:00Z,2022-06-15,10:30:00
0.072,2022-06-15T11:00:00Z,2022-06-15T11:30:00Z,2022-06-15,11:00:00
0.044,2022-06-15T11:30:00Z,2022-06-15T12:00:00Z,2022-06-15,11:30:00
0.097,2022-06-15T12:00:00Z,2022-06-15T12:30:00Z,2022-06-15,12:00:00
0.036,2022-06-15T12:30:00Z,2022-06-15T13:00:00Z,2022-06-15,12:30:00
0.049,2022-06-15T13:00:00Z,2022-06-15T13:30:00Z,2022-06-15,13:00:00
0.023,2022-06-15T13:30:00Z,2022-06-15T14:00:00Z,2022-06-15,13:30:00
0.046,2022-06-15T14:00:00Z,2022-06-15T14:30:00Z,2022-06-15,14:00:00
0.02,2022-06-15T14:30:00Z,2022-06-15T15:00:00Z,2022-06-15,14:30:00
0.044,2022-06-15T15:00:00Z,2022-06-15T15:30:00Z,2022-06-15,15:00:00
0.018,2022-06-15T15:30:00Z,2022-06-15T16:00:00Z,2022-06-15,15:30:00
0.052,2022-06-15T16:00:00Z,2022-06-15T16:30:00Z,2022-06-15,16:00:00
0.369,2022-06-15T16:30:00Z,2022-06-15T17:00:00Z,2022-06-15,16:30:00
0.574,2022-06-15T17:00:00Z,2022-06-15T17:30:00Z,2022-06-15,17:00:00
0.068,2022-06-15T17:30:00Z,2022-06-15T18:00:00Z,2022-06-15,17:30:00
0.058,2022-06-15T18:00:00Z,2022-06-15T18:30:00Z,2022-06-15,18:00:00
0.065,2022-06-15T18:30:00Z,2022-06-15T19:00:00Z,2022-06-15,18:30:00
0.059,2022-06-15T19:00:00Z,2022-06-15T19:30:00Z,2022-06-15,19:00:00
0.077,2022-06-15T19:30:00Z,2022-06-15T20:00:00Z,2022-06-15,19:30:00
0.054,2022-06-15T20:00:00Z,2022-06-15T20:30:00Z,2022-06-15,20:00:00
0.068,2022-06-15T20:30:00Z,2022-06-15T21:00:00Z,2022-06-15,20:30:00
0.043,2022-06-15T21:00:00Z,2022-06-15T21:30:00Z,2022-06-15,21:00:00
0.064,2022-06-15T21:30:00Z,2022-06-15T22:00:00Z,2022-06-15,21:30:00
0.016,2022-06-15T22:00:00Z,2022-06-15T22:30:00Z,2022-06-15,22:00:00
0.039,2022-06-15T22:30:00Z,2022-06-15T23:00:00Z,2022-06-15,22:30:00
0.014,2022-06-15T23:00:00Z,2022-06-15T23:30:00Z,2022-06-15,23:00:00
0.039,2022-06-15T23:30:00Z,2022-06-16T00:00:00Z,2022-06-15,23:30:00
0.015,2022-06-16T00:00:00Z,2022-06-16T00:30:00Z,2022-06-16,00:00:00
0.038,2022-06-16T00:30:00Z,2022-06-16T01:00:00Z,2022-06-16,00:30:00
0.015,2022-06-16T01:00:00Z,2022-06-16T01:30:00Z,2022-06-16,01:00:00
0.317,2022-06-16T01:30:00Z,2022-06-16T02:00:00Z,2022-06-16,01:30:00
1.551,2022-06-16T02:00:00Z,2022-06-16T02:30:00Z,2022-06-16,02:00:00
1.453,2022-06-16T02:30:00Z,2022-06-16T03:00:00Z,2022-06-16,02:30:00
0.015,2022-06-16T03:00:00Z,2022-06-16T03:30:00Z,2022-06-16,03:00:00
0.039,2022-06-16T03:30:00Z,2022-06-16T04:00:00Z,2022-06-16,03:30:00
0.014,2022-06-16T04:00:00Z,2022-06-16T04:30:00Z,2022-06-16,04:00:00
0.319,2022-06-16T04:30:00Z,2022-06-16T05:00:00Z,2022-06-16,04:30:00
0.024,2022-06-16T05:00:00Z,2022-06-16T05:30:00Z,2022-06-16,05:00:00
0.27,2022-06-16T05:30:00Z,2022-06-16T06:00:00Z,2022-06-16,05:30:00
0.033,2022-06-16T06:00:00Z,2022-06-16T06:30:00Z,2022-06-16,06:00:00
0.051,2022-06-16T06:30:00Z,2022-06-16T07:00:00Z,2022-06-16,06:30:00
0.035,2022-06-16T07:00:00Z,2022-06-16T07:30:00Z,2022-06-16,07:00:00
0.031,2022-06-16T07:30:00Z,2022-06-16T08:00:00Z,2022-06-16,07:30:00
0.044,2022-06-16T08:00:00Z,2022-06-16T08:30:00Z,2022-06-16,08:00:00
0.018,2022-06-16T08:30:00Z,2022-06-16T09:00:00Z,2022-06-16,08:30:00
0.109,2022-06-16T09:00:00Z,2022-06-16T09:30:00Z,2022-06-16,09:00:00
0.059,2022-06-16T09:30:00Z,2022-06-16T10:00:00Z,2022-06-16,09:30:00
0.055,2022-06-16T10:00:00Z,2022-06-16T10:30:00Z,2022-06-16,10:00:00
0.046,2022-06-16T10:30:00Z,2022-06-16T11:00:00Z,2022-06-16,10:30:00
0.081,2022-06-16T11:00:00Z,2022-06-16T11:30:00Z,2022-06-16,11:00:00
0.049,2022-06-16T11:30:00Z,2022-06-16T12:00:00Z,2022-06-16,11:30:00
0.024,2022-06-16T12:00:00Z,2022-06-16T12:30:00Z,2022-06-16,12:00:00
0.057,2022-06-16T12:30:00Z,2022-06-16T13:00:00Z,2022-06-16,12:30:00
0.114,2022-06-16T13:00:00Z,2022-06-16T13:30:00Z,2022-06-16,13:00:00
0.074,2022-06-16T13:30:00Z,2022-06-16T14:00:00Z,2022-06-16,13:30:00
0.069,2022-06-16T14:00:00Z,2022-06-16T14:30:00Z,2022-06-16,14:00:00
0.062,2022-06-16T14:30:00Z,2022-06-16T15:00:00Z,2022-06-16,14:30:00
0.079,2022-06-16T15:00:00Z,2022-06-16T15:30:00Z,2022-06-16,15:00:00
0.632,2022-06-16T15:30:00Z,2022-06-16T16:00:00Z,2022-06-16,15:30:00
0.34,2022-06-16T16:00:00Z,2022-06-16T16:30:00Z,2022-06-16,16:00:00
0.055,2022-06-16T16:30:00Z,2022-06-16T17:00:00Z,2022-06-16,16:30:00
0.051,2022-06-16T17:00:00Z,2022-06-16T17:30:00Z,2022-06-16,17:00:00
0.056,2022-06-16T17:30:00Z,2022-06-16T18:00:00Z,2022-06-16,17:30:00
0.059,2022-06-16T18:00:00Z,2022-06-16T18:30:00Z,2022-06-16,18:00:00
0.074,2022-06-16T18:30:00Z,2022-06-16T19:00:00Z,2022-06-16,18:30:00
0.052,2022-06-16T19:00:00Z,2022-06-16T19:30:00Z,2022-06-16,19:00:00
0.078,2022-06-16T19:30:00Z,2022-06-16T20:00:00Z,2022-06-16,19:30:00
0.066,2022-06-16T20:00:00Z,2022-06-16T20:30:00Z,2022-06-16,20:00:00
0.058,2022-06-16T20:30:00Z,2022-06-16T21:00:00Z,2022-06-16,20:30:00
0.061,2022-06-16T21:00:00Z,2022-06-16T21:30:00Z,2022-06-16,21:00:00
0.048,2022-06-16T21:30:00Z,2022-06-16T22:00:00Z,2022-06-16,21:30:00
0.068,2022-06-16T22:00:00Z,2022-06-16T22:30:00Z,2022-06-16,22:00:00
0.027,2022-06-16T22:30:00Z,2022-06-16T23:00:00Z,2022-06-16,22:30:00
0.042,2022-06-16T23:00:00Z,2022-06-16T23:30:00Z,2022-06-16,23:00:00
0.015,2022-06-16T23:30:00Z,2022-06-17T00:00:00Z,2022-06-16,23:30:00
0.041,2022-06-17T00:00:00Z,2022-06-17T00:30:00Z,2022-06-17,00:00:00
0.014,2022-06-17T00:30:00Z,2022-06-17T01:00:00Z,2022-06-17,00:30:00
0.042,2022-06-17T01:00:00Z,2022-06-17T01:30:00Z,2022-06-17,01:00:00
0.3,2022-06-17T01:30:00Z,2022-06-17T02:00:00Z,2022-06-17,01:30:00
1.569,2022-06-17T02:00:00Z,2022-06-17T02:30:00Z,2022-06-17,02:00:00
1.213,2022-06-17T02:30:00Z,2022-06-17T03:00:00Z,2022-06-17,02:30:00
0.04,2022-06-17T03:00:00Z,2022-06-17T03:30:00Z,2022-06-17,03:00:00
0.018,2022-06-17T03:30:00Z,2022-06-17T04:00:00Z,2022-06-17,03:30:00
0.034,2022-06-17T04:00:00Z,2022-06-17T04:30:00Z,2022-06-17,04:00:00
0.284,2022-06-17T04:30:00Z,2022-06-17T05:00:00Z,2022-06-17,04:30:00
0.029,2022-06-17T05:00:00Z,2022-06-17T05:30:00Z,2022-06-17,05:00:00
1.226,2022-06-17T05:30:00Z,2022-06-17T06:00:00Z,2022-06-17,05:30:00
0.18,2022-06-17T06:00:00Z,2022-06-17T06:30:00Z,2022-06-17,06:00:00
0.02,2022-06-17T06:30:00Z,2022-06-17T07:00:00Z,2022-06-17,06:30:00
0.047,2022-06-17T07:00:00Z,2022-06-17T07:30:00Z,2022-06-17,07:00:00
0.021,2022-06-17T07:30:00Z,2022-06-17T08:00:00Z,2022-06-17,07:30:00
0.057,2022-06-17T08:00:00Z,2022-06-17T08:30:00Z,2022-06-17,08:00:00
0.108,2022-06-17T08:30:00Z,2022-06-17T09:00:00Z,2022-06-17,08:30:00
0.037,2022-06-17T09:00:00Z,2022-06-17T09:30:00Z,2022-06-17,09:00:00
0.041,2022-06-17T09:30:00Z,2022-06-17T10:00:00Z,2022-06-17,09:30:00
0.026,2022-06-17T10:00:00Z,2022-06-17T10:30:00Z,2022-06-17,10:00:00
0.083,2022-06-17T10:30:00Z,2022-06-17T11:00:00Z,2022-06-17,10:30:00
0.069,2022-06-17T11:00:00Z,2022-06-17T11:30:00Z,2022-06-17,11:00:00
0.242,2022-06-17T11:30:00Z,2022-06-17T12:00:00Z,2022-06-17,11:30:00
0.033,2022-06-17T12:00:00Z,2022-06-17T12:30:00Z,2022-06-17,12:00:00
0.054,2022-06-17T12:30:00Z,2022-06-17T13:00:00Z,2022-06-17,12:30:00
0.069,2022-06-17T13:00:00Z,2022-06-17T13:30:00Z,2022-06-17,13:00:00
0.065,2022-06-17T13:30:00Z,2022-06-17T14:00:00Z,2022-06-17,13:30:00
0.29,2022-06-17T14:00:00Z,2022-06-17T14:30:00Z,2022-06-17,14:00:00
0.07,2022-06-17T14:30:00Z,2022-06-17T15:00:00Z,2022-06-17,14:30:00
0.041,2022-06-17T15:00:00Z,2022-06-17T15:30:00Z,2022-06-17,15:00:00
0.013,2022-06-17T15:30:00Z,2022-06-17T16:00:00Z,2022-06-17,15:30:00
0.051,2022-06-17T16:00:00Z,2022-06-17T16:30:00Z,2022-06-17,16:00:00
0.099,2022-06-17T16:30:00Z,2022-06-17T17:00:00Z,2022-06-17,16:30:00
0.083,2022-06-17T17:00:00Z,2022-06-17T17:30:00Z,2022-06-17,17:00:00
0.076,2022-06-17T17:30:00Z,2022-06-17T18:00:00Z,2022-06-17,17:30:00
0.031,2022-06-17T18:00:00Z,2022-06-17T18:30:00Z,2022-06-17,18:00:00
0.04,2022-06-17T18:30:00Z,2022-06-17T19:00:00Z,2022-06-17,18:30:00
0.021,2022-06-17T19:00:00Z,2022-06-17T19:30:00Z,2022-06-17,19:00:00
0.063,2022-06-17T19:30:00Z,2022-06-17T20:00:00Z,2022-06-17,19:30:00
0.079,2022-06-17T20:00:00Z,2022-06-17T20:30:00Z,2022-06-17,20:00:00
0.053,2022-06-17T20:30:00Z,2022-06-17T21:00:00Z,2022-06-17,20:30:00
0.071,2022-06-17T21:00:00Z,2022-06-17T21:30:00Z,2022-06-17,21:00:00
0.031,2022-06-17T21:30:00Z,2022-06-17T22:00:00Z,2022-06-17,21:30:00
0.039,2022-06-17T22:00:00Z,2022-06-17T22:30:00Z,2022-06-17,22:00:00
0.02,2022-06-17T22:30:00Z,2022-06-17T23:00:00Z,2022-06-17,22:30:00
0.032,2022-06-17T23:00:00Z,2022-06-17T23:30:00Z,2022-06-17,23:00:00
0.027,2022-06-17T23:30:00Z,2022-06-18T00:00:00Z,2022-06-17,23:30:00
0.024,2022-06-18T00:00:00Z,2022-06-18T00:30:00Z,2022-06-18,00:00:00
0.034,2022-06-18T00:30:00Z,2022-06-18T01:00:00Z,2022-06-18,00:30:00
0.018,2022-06-18T01:00:00Z,2022-06-18T01:30:00Z,2022-06-18,01:00:00
0.315,2022-06-18T01:30:00Z,2022-06-18T02:00:00Z,2022-06-18,01:30:00
1.559,2022-06-18T02:00:00Z,2022-06-18T02:30:00Z,2022-06-18,02:00:00
1.504,2022-06-18T02:30:00Z,2022-06-18T03:00:00Z,2022-06-18,02:30:00
0.014,2022-06-18T03:00:00Z,2022-06-18T03:30:00Z,2022-06-18,03:00:00
0.038,2022-06-18T03:30:00Z,2022-06-18T04:00:00Z,2022-06-18,03:30:00
0.162,2022-06-18T04:00:00Z,2022-06-18T04:30:00Z,2022-06-18,04:00:00
